stop_lat,stop_id,stop_name,stop_lon
55.799916,35857,Батурина,49.108718
55.837894,35760,Гагарина (проспект Ибрагимова),49.089115
55.838593,35761,Октябрьская,49.093578
55.831283,36065,Рынок стройматериалов,49.195106
55.827249,36066,Вещевой рынок,49.195572
55.821267,36067,ТК Советский,49.193244
55.818713,36068,Журналистов (ул. Журналистов),49.191237
55.833139,35864,Разъезд Восстания,49.060637
55.831436,35865,Тасма,49.050848
55.825763,35866,Горьковское шоссе,49.042564
55.823037,36061,Светлая,49.045717
55.828956,35859,проспект Ибрагимова (ул. Волгоградская),49.092871
55.831163,35363,Волгоградская (проспект Ибрагимова),49.0906
55.829784,35860,Метро Яшьлек,49.083834
55.82227,35868,Травмпункт Кировского района,49.032231
55.822347,35869,Травмпункт Кировского района,49.031886
55.825824,35870,Можайского,49.033435
55.829397,35633,Метро Яшьлек,49.08294
55.830532,35634,Волгоградская (проспект Ибрагимова),49.091086
55.829495,35542,проспект Ибрагимова (ул. Волгоградская),49.091988
55.82341,35543,Гуманитарный институт,49.094761
55.821076,35544,ТРК Тандем (проспект Ибрагимова),49.095824
55.799373,35369,Цирк,49.099288
55.798526,35370,Батурина,49.1093
55.797217,35371,КАИ (ул. Карла Маркса),49.11361
55.796286,35372,пл. Свободы,49.123737
55.795548,35373,Гоголя (ул. Карла Маркса),49.131619
55.794974,35374,Толстого (ул. Карла Маркса),49.137832
55.790342,35375,Чеховский рынок,49.14741
55.676079,35878,Центральная (Петровский),49.115667
55.672002,35879,пос. Петровский,49.123308
55.676499,35880,Матюшинская,49.125628
55.697791,35881,Школа №129,49.134116
55.697752,35904,Школа №129,49.133974
55.676737,35905,Матюшинская,49.125337
55.678359,35906,Школьная,49.120877
55.818357,36261,Метро Козья Слобода,49.099646
55.81932,36262,Бондаренко,49.106159
55.81932,36263,Абсалямова,49.11039
55.819321,36264,Меридианная,49.116339
55.819322,36265,Мусина (ул. Чистопольская),49.122128
55.819322,36266,Татнефть Арена,49.127023
55.819321,36267,СК Олимп,49.143569
55.816949,36268,Дворец водных видов спорта,49.147505
55.816775,36269,Дворец водных видов спорта,49.147982
55.819456,36270,Адоратского д. 1а,49.146397
55.819456,36271,СК Олимп,49.141714
55.820262,35381,Чистопольская,49.134216
55.823985,35382,Четаева,49.134122
55.830938,35797,Лаврентьева (ул. Фатыха Амирхана),49.134029
55.836385,35954,Роддом №1,49.147427
55.839045,35955,Универсам №2,49.147428
55.843029,35569,Брикетный,49.14654
55.843029,35570,25-й квартал,49.140331
55.842236,35572,Авторынок,49.13347
55.838932,35537,Детская библиотека,49.133469
55.835388,35764,Магазин Спорттовары,49.133469
55.831038,35765,Лаврентьева (ул. Фатыха Амирхана),49.133376
55.819637,36272,Чистопольская,49.132155
55.819457,36273,Татнефть Арена,49.125164
55.819456,36274,Мусина (ул. Чистопольская),49.120209
55.819456,36275,Меридианная,49.115094
55.819455,36276,Абсалямова,49.109158
55.819002,36277,Бондаренко,49.101878
55.848191,35916,Дементьева,49.085795
55.853226,35917,Институт (ул. Дементьева),49.095591
55.861587,35758,Ленинградская,49.085069
55.857248,35759,Побежимова (ул. Копылова),49.08459
55.788758,36106,Ж/д вокзал,49.101868
55.785613,36239,Колхозный рынок (ул. Габдуллы Тукая),49.106787
55.783022,36240,Худякова (по требованию),49.110232
55.871104,36138,ж/м Дербышки,49.224501
55.866905,36139,Магазин Восток,49.218959
55.780933,35978,Театр Кукол,49.130835
55.78271,35979,Айдинова,49.127169
55.785478,35980,Сквер Тукая,49.121806
55.785482,35970,Сквер Тукая,49.121635
55.782738,35971,Айдинова,49.126941
55.779552,35972,Театр Кукол,49.133513
55.86774,35737,Стадион Ракета,49.232174
55.878895,36382,Сахалинская,49.093657
55.882152,36383,Магазин (ул. Песочная),49.091018
55.88661,36384,Песочная,49.087358
55.890431,36385,ж/м Сухая река,49.087023
55.896954,36386,Садовое общество Тасма-5,49.08369
55.899374,36387,Тропинка,49.082106
55.902679,36388,Садовое общество КМПО-8,49.079038
55.905335,36389,Садовое общество КМПО-14,49.070177
55.913613,36390,пос. Победа,49.061243
55.918636,36391,ДОЛ Пионер,49.056321
55.922394,36392,ДОЛ Родничок,49.053362
55.926495,36393,ДОЛ Берёзка,49.050167
55.932911,36394,Поворот на Дальние сады,49.044677
55.943176,36395,Озёрный-2,49.032699
55.968964,36396,Детский сад Айгуль,49.040696
55.966647,36397,По требованию (Шигали),49.058547
55.973087,36398,Советская,49.053513
55.977422,36399,пос. Шигали,49.047668
55.988751,36362,пос. Берновые Ковали,49.042494
55.977549,36364,пос. Шигали,49.047429
55.973179,36365,Советская,49.053282
55.966662,36366,По требованию (Шигали),49.058476
55.969021,36367,Детский сад Айгуль,49.040639
55.943215,36368,Озёрный-2,49.032593
55.932923,36369,Поворот на Дальние сады,49.044595
55.926304,36370,ДОЛ Берёзка,49.050259
55.922634,36371,ДОЛ Родничок,49.053223
55.918771,36372,ДОЛ Пионер,49.056074
55.914232,36373,пос. Победа,49.0607
55.905336,36374,Садовое общество КМПО-14,49.069868
55.901915,36375,Садовое общество КМПО-8,49.079683
55.899214,36376,Тропинка,49.082133
55.897627,36377,Садовое общество Тасма-5,49.083181
55.889767,36378,ж/м Сухая река,49.087088
55.886309,36379,Песочная,49.087289
55.881975,36380,Магазин (ул. Песочная),49.091256
55.878432,36381,Сахалинская,49.093886
55.737911,36454,ЖК Экопарк Дубрава,49.202703
55.738727,36455,Дубравная д.23,49.212541
55.739192,36456,Дубравная д.11,49.218155
55.739815,36457,Дубравная,49.222874
55.751462,36458,Кул Гали (ул. Габишева),49.240956
55.756921,36459,Восточный,49.241113
55.758281,36460,Магазин 777,49.238471
55.758056,36461,Завойского,49.234324
55.827683,35386,Магазин Океан,49.101107
55.831702,35387,Магазин Новинка,49.101287
55.825119,36072,Горьковское шоссе,49.040296
55.825935,36073,Можайского,49.033265
55.826829,36074,Магазин Факел,49.025563
55.83802,36075,Лебяжье,48.964802
55.845953,36076,Олимпиец,48.925338
55.844699,36294,Железнодорожный техникум,48.892438
55.836947,36295,Берёзовая роща,48.893528
55.832349,36296,Детский санаторий,48.892775
55.828965,36297,Стадион Локомотив,48.893404
55.820991,36298,ДК Железнодорожников,48.898525
55.82026,36299,Красикова,48.893211
55.819861,36300,Бирюзовая,48.886309
55.819323,36301,НГЧ-8,48.878616
55.82557,36302,Профилакторий,48.862473
55.819408,36303,НГЧ-8,48.876233
55.819812,36304,Бирюзовая,48.886115
55.820016,36305,Красикова,48.894147
55.820756,36306,ДК Железнодорожников,48.89871
55.829132,36307,Стадион Локомотив,48.893326
55.832436,36308,Детский санаторий,48.892905
55.837151,36309,Берёзовая роща,48.893784
55.845172,36310,Железнодорожный техникум,48.892757
55.846701,36056,Ремплер (ул. Залесная),48.917859
55.845678,36057,Олимпиец,48.925632
55.837992,36058,Лебяжье,48.963761
55.826761,36059,Магазин Факел,49.025363
55.757918,36462,Завойского,49.234477
55.756933,36463,Восточный,49.240769
55.751227,36464,Кул Гали (ул. Габишева),49.240604
55.739712,36465,Дубравная,49.221264
55.739313,36466,Дубравная д.11,49.218083
55.738727,36467,Дубравная д.23,49.211014
55.737947,36468,ЖК Экопарк Дубрава,49.201613
55.86646,35505,Химическая,49.001268
55.86712,35506,Химиков,49.010189
55.86693,35507,Кинотеатр Юность,49.01818
55.866754,35508,Завод сантехзаготовок,49.02467
55.866609,35509,Серафимовича,49.030038
55.866423,35510,Пожарского,49.036894
55.866263,35511,Суворова,49.042706
55.870069,35512,Давыдова (ул. Айдарова),49.047083
55.870161,35513,Кутузова,49.053798
55.870003,35514,Краснодонская,49.059578
55.869761,35515,Центрально-Мариупольская (трамвай),49.068398
55.869219,35516,Челюскина (Трамвай),49.080727
55.868035,35517,Ленинградская,49.088022
55.867189,35518,Годовикова,49.093237
55.86599,35519,Академика Павлова,49.097197
55.862411,35520,Караваево,49.106753
55.859507,35521,Максимова,49.102739
55.858634,35522,Трамвайная (ул. Годовикова),49.096456
55.858314,35523,Мировые судьи Авиастроительного района,49.090959
55.85454,35524,Метро Авиастроительная,49.085317
55.848715,35525,Дементьева,49.084066
55.841447,35526,Метро Северный вокзал,49.082417
55.837324,35527,Гагарина (ул. Декабристов),49.080774
55.833058,35528,пл. Восстания,49.08028
55.829727,35529,Усманова,49.07891
55.825009,35530,Соловецких Юнг,49.077585
55.822724,35531,Серова (трамвай),49.078197
55.81948,35532,Большая Крыловка (ул. Большая Крыловка),49.077115
55.815769,35533,Поперечно-Базарная (трамвай),49.076283
55.810627,35534,Мулланура Вахитова (ул. Большая Крыловка),49.075393
55.806965,35535,Шоссейная,49.07501
55.803059,35536,Речной техникум,49.073337
55.791039,35473,Ж/д вокзал,49.09873
55.803112,35474,Речной техникум,49.073499
55.807071,35475,Шоссейная,49.075058
55.810718,35476,Мулланура Вахитова (ул. Большая Крыловка),49.075433
55.81584,35477,Поперечно-Базарная (трамвай),49.07633
55.819445,35478,Большая Крыловка (ул. Большая Крыловка),49.077139
55.821859,35479,Серова (трамвай),49.078612
55.824939,35480,Соловецких Юнг,49.077592
55.829538,35481,Усманова,49.078874
55.832975,35482,пл. Восстания,49.080334
55.836926,35483,Гагарина (ул. Декабристов),49.080791
55.841345,35484,Метро Северный вокзал,49.082369
55.848651,35485,Дементьева,49.084131
55.854499,35486,Метро Авиастроительная,49.085604
55.858075,35487,Мировые судьи Авиастроительного района,49.09075
55.858742,35488,Трамвайная (ул. Годовикова),49.096057
55.859174,35489,Максимова,49.102429
55.862452,35490,Караваево,49.106896
55.865833,35491,Академика Павлова,49.097617
55.867161,35492,Годовикова,49.093636
55.867895,35493,Ленинградская,49.089115
55.869159,35494,Челюскина (Трамвай),49.081323
55.869768,35495,Центрально-Мариупольская (трамвай),49.069454
55.870009,35496,Краснодонская,49.060658
55.870188,35497,Кутузова,49.054084
55.870371,35498,Давыдова (ул. Айдарова),49.047393
55.866294,35499,Суворова,49.042873
55.866445,35500,Пожарского,49.037319
55.866631,35501,Серафимовича,49.030556
55.866784,35502,Завод сантехзаготовок,49.024895
55.866954,35503,Кинотеатр Юность,49.018611
55.867161,35504,Химиков,49.010711
55.905864,36410,пос. Краснооктябрьский,48.962762
55.895956,36412,Магазин,48.96277
55.867024,35746,Химфармзавод,49.010288
55.867053,35817,Жилплощадка,49.018418
55.867251,35818,Химфармзавод,49.010642
55.896119,36408,Магазин,48.962801
55.78078,36241,Парижской Коммуны,49.112428
55.767673,35842,пл. Вахитова,49.12689
55.751243,35741,Сыртлановой (ул. Гарифьянова),49.197511
55.751757,35742,Гарифьянова,49.204347
55.766974,35744,Ломжинская (ул. Юлиуса Фучика),49.232451
55.769262,36496,Ноксинский Спуск,49.241994
55.76525,36498,Центральная (Вознесенское),49.256766
55.767163,36499,Вишнёвая,49.259525
55.768318,36500,Старательный пер.,49.26491
55.769435,36501,Боковой пер.,49.264484
55.772393,36502,Нардуган,49.263607
55.774308,36503,Вознесенское,49.263922
55.777194,36504,Мечеть,49.264574
55.779574,36505,Магазин Августина,49.264692
55.781661,36484,Иман,49.263782
55.779515,36485,Магазин Августина,49.264652
55.777098,36486,Мечеть,49.264489
55.774412,36487,Вознесенское,49.263694
55.772689,36488,Нардуган,49.263552
55.76931,36489,Боковой пер.,49.264467
55.76839,36490,Старательный пер.,49.264817
55.767152,36491,Вишнёвая,49.258804
55.767062,36492,Заречная,49.252118
55.769394,36493,Ноксинский Спуск,49.24171
55.746292,36494,Сыртлановой (проспект Победы),49.201398
55.750926,36495,Сыртлановой (ул. Гарифьянова),49.196662
55.768228,35772,пл. Вахитова,49.12791
55.783377,35678,Академика Глушко д.15,49.234572
55.780145,35679,Кайбицкой,49.236136
55.749804,36179,Первомайский,49.163232
55.745034,36180,По требованию (Фермское шоссе),49.162684
55.737431,36181,Средний Кабан,49.162378
55.734194,36182,Садовая,49.161052
55.739082,36183,Складская,49.133409
55.733216,36184,Троллейбусное депо,49.143297
55.730341,36185,Борисково,49.15297
55.733603,36186,Садовая,49.160685
55.737387,36187,Средний Кабан,49.162594
55.745497,36188,По требованию (Фермское шоссе),49.162989
55.748917,36189,Первомайский,49.163741
55.788784,36190,Академика Глушко (ул. Хайдара Бигичева),49.22536
55.787473,35677,Магистральный проезд,49.230552
55.784383,36191,Дворец спорта Ак Буре,49.233585
55.799364,35378,Мост Миллениум (по требованию),49.152949
55.813738,35379,Алексея Козина,49.134265
55.816362,35380,Сибгата Хакима,49.134246
55.836867,35388,Кафе Солнышко,49.10152
55.839666,35798,Короленко (ул. Гагарина),49.100007
55.838872,35799,Октябрьская,49.09494
55.837993,35800,Гагарина (проспект Ибрагимова),49.089331
55.848417,35801,Дементьева,49.082434
55.849158,35802,Челюскина (ул. Тэцевская),49.075554
55.854362,35803,Рынок Авиастроительного района,49.075814
55.85699,35804,Горбольница №12,49.075963
55.860625,35805,Побежимова (ул. Челюскина),49.076644
55.863921,35806,Баня №14,49.078334
55.865833,35809,Караван Сарай,49.06321
55.866081,35810,Кутузова,49.054231
55.866173,35811,Дубинина,49.05078
55.866263,35812,Давыдова (ул. Беломорская),49.047487
55.866403,35813,Суворова,49.042357
55.866535,35814,Пожарского,49.03752
55.866718,35815,Серафимовича,49.030782
55.86692,35816,Завод сантехзаготовок,49.023306
55.865646,35745,Химическая,49.001409
55.866807,35747,Жилплощадка,49.01888
55.866701,35748,Завод сантехзаготовок,49.02357
55.866525,35749,Серафимовича,49.029548
55.866335,35750,Пожарского,49.036597
55.866164,35751,Суворова,49.042893
55.866044,35752,Давыдова (ул. Беломорская),49.047279
55.865939,35753,Дубинина,49.051128
55.865852,35754,Кутузова,49.054302
55.86562,35755,Караван Сарай,49.062804
55.865439,35756,Центрально-Мариупольская (автобус),49.069391
55.839574,35762,Короленко (ул. Гагарина),49.099835
55.85028,36288,ж/м Аки,49.259368
55.851331,36289,Транспортная (Аки),49.254495
55.852749,36290,Сосновка,49.246069
55.855313,36291,Родник,49.245799
55.857322,36292,Дорожная (Дербышки),49.244538
55.861296,36293,Шоссейная (Новая Сосновка),49.239463
55.870055,35738,ДК им. Саид-Галиева,49.22604
55.867059,36113,Магазин Восток,49.218793
55.871725,36114,ж/м Дербышки,49.222429
55.869254,36115,Стадион Ракета,49.228539
55.867527,36116,Советская,49.232477
55.867054,36282,Мира,49.234915
55.859041,36283,Шоссейная (Новая Сосновка),49.241601
55.857399,36284,Дорожная (Дербышки),49.244353
55.85535,36285,Родник,49.245729
55.852686,36286,Сосновка,49.246043
55.851279,36287,Транспортная (Аки),49.254325
55.772842,35910,Минская (проспект Победы),49.219489
55.794859,35824,Автовокзал Восточный,49.20683
55.795017,35825,Аграрная,49.20132
55.79844,35826,Космонавтов,49.191845
55.801635,35827,Кафе Полёт,49.187345
55.817733,35557,Академика Арбузова (ул. Сибирский тракт),49.182244
55.801634,35843,Кафе Полёт,49.187105
55.797033,35844,Космонавтов,49.19351
55.794622,35845,Аграрная,49.20342
55.79504,35846,Автовокзал Восточный,49.207923
55.775606,35919,Закиева,49.218888
55.772485,35920,Азино-2,49.220836
55.825139,36060,Горьковское шоссе,49.039333
55.832625,35635,Коллективная,49.090855
55.836551,36506,Поликлиника №7,49.133977
55.839783,36507,Детская библиотека,49.133977
55.852409,35571,УФМС,49.130603
55.842984,36508,Авторынок,49.135368
55.842968,36509,25-й квартал,49.139006
55.842965,36510,Брикетный,49.148283
55.842965,36511,Савиново,49.15377
55.839962,36512,МЖК,49.159272
55.792628,36140,ЦУМ,49.099115
55.871647,35621,Северополюсная,49.0807
55.869398,35622,Айдарова (ул. Челюскина),49.081076
55.792756,35574,Патриса Лумумбы,49.171303
55.788063,35575,Аделя Кутуя,49.170901
55.776105,35668,Кабельное телевидение,49.23303
55.780944,35669,Кайбицкой,49.236279
55.785111,35670,Дворец спорта Ак Буре,49.232997
55.788135,35671,Магистральный проезд,49.229718
55.787827,35598,Аделя Кутуя,49.171263
55.791807,35599,Патриса Лумумбы,49.171604
55.833908,35362,Восстания (проспект Ибрагимова),49.089977
55.865514,35711,Молодёжная,49.079151
55.869468,35712,Айдарова (ул. Челюскина),49.081178
55.744524,35975,Деревня Универсиады (ул. Академика Парина),49.180655
55.744953,35976,Пенсионный фонд,49.186719
55.776368,35977,Туфана Миннулина,49.132294
55.824499,35986,Сабан,49.054898
55.822568,35987,Батыршина,49.060046
55.823066,35966,Батыршина,49.059129
55.77637,35973,Туфана Миннулина,49.132031
55.744869,35974,Пенсионный фонд,49.184913
55.871797,36413,ж/м Дербышки,49.222445
55.835197,36446,Восстания (проспект Ибрагимова),49.089542
55.838256,36447,Гагарина (проспект Ибрагимова),49.088239
55.841778,36448,Воровского (проспект Ибрагимова),49.086738
55.84185,36443,Воровского (проспект Ибрагимова),49.086543
55.836823,36444,Гагарина (проспект Ибрагимова),49.088685
55.831144,36445,Школа №71,49.096038
55.819765,36401,Журналистов (ул. Журналистов),49.192325
55.821205,36402,ТК Советский,49.193271
55.827567,36403,Вещевой рынок,49.195498
55.831916,36404,Рынок стройматериалов,49.195125
55.835073,36405,Трамвайное депо №1,49.194689
55.833478,36164,Разъезд Восстания,49.061741
55.839338,36165,Магазин Стройматериалы,49.050803
55.838857,36166,Станция Восстание,49.046216
55.838423,36167,Завод ЖБИ-4,49.042086
55.837804,36168,Васильченко,49.036181
55.837327,36169,Переезд (ул. Васильченко),49.031548
55.837032,36170,Станция Левченко,49.028665
55.839106,36171,Магазин Мебельград,49.021567
55.839382,36172,Завод Полимерфото,49.024187
55.840018,36173,Рахимова,49.030237
55.84046,36141,ж/м Левченко,49.034096
55.840078,36142,Рахимова,49.030464
55.839457,36143,Завод Полимерфото,49.024557
55.839115,36144,Магазин Мебельград,49.021302
55.837048,36145,Станция Левченко,49.029437
55.837229,36146,Переезд (ул. Васильченко),49.031216
55.837822,36147,Васильченко,49.036969
55.838154,36148,Завод ЖБИ-4,49.040128
55.839056,36149,Станция Восстание,49.048722
55.839458,36150,Магазин Стройматериалы,49.052553
55.749097,36156,Сафиуллина (ул. Юлиуса Фучика),49.226115
55.91227,36477,ж/м Кульсеитово,49.230002
55.89943,36478,Берёзовка,49.251058
55.892583,36479,Станция 807км,49.249206
55.882059,36480,813-й км Федеральной трассы М7,49.245564
55.882514,36481,813-й км Федеральной трассы М7,49.244718
55.892794,36482,Станция 807км,49.249338
55.89968,36483,Берёзовка,49.250964
55.873639,35923,Гудованцева,49.020116
55.873724,35924,Моисеева,49.016983
55.871058,35925,Химиков,49.015866
55.867855,35926,Беломорская,49.015593
55.7871,35576,Аделя Кутуя,49.172424
55.785231,35577,Седова,49.180808
55.783003,35578,Завод ЖБИ-3,49.187905
55.778261,35927,Школа №126,49.191644
55.777381,35928,Бухарская,49.194325
55.774791,35929,Водоканал (ул. Родины),49.197821
55.772794,35930,пос. Дальний,49.198793
55.769688,35931,Скрябина,49.200307
55.766206,35932,Родина,49.204884
55.768011,35933,ТРЦ Южный,49.219425
55.767031,35936,Ломжинская (ул. Юлиуса Фучика),49.230238
55.767081,35937,Магазин Эдельвейс (ул. Ломжинская),49.221444
55.765268,35938,Родина,49.202526
55.769782,35939,Скрябина,49.200327
55.772434,35940,пос. Дальний,49.199035
55.773887,35941,Водоканал (ул. Родины),49.198327
55.777366,35942,Бухарская,49.194612
55.778183,35943,Школа №126,49.191748
55.783115,35596,Завод ЖБИ-3,49.187875
55.785528,35597,Седова,49.180025
55.867897,35944,Жилплощадка,49.02023
55.920916,36176,Садовые общества,49.145009
55.931068,36177,Поворот на пос. Крутушка,49.152995
55.927616,36174,ж/м Крутушка,49.198572
55.931286,36175,Поворот на пос. Крутушка,49.153349
55.881961,36414,Большие Дербышки-1,49.198145
55.892655,36415,Окружная,49.200198
55.881829,36416,Большие Дербышки-1,49.198029
55.877982,36417,Большие Дербышки,49.194505
55.868035,36418,ж/м Малые Дербышки,49.192609
55.878071,36419,Большие Дербышки,49.194705
55.871918,36049,ЖК Радужный,48.882617
55.869313,36050,Нурихана Фаттаха,48.884665
55.865369,36051,ЖК Салават Купере,48.886054
55.864628,36563,Воронино,48.913214
55.864629,36564,Ремплер,48.930183
55.86334,36565,Мостоотряд №3,48.962077
55.86193,36566,По требованию (ул. Тэцевская),49.000707
55.865245,36567,Химическая,49.001983
55.862726,36030,Общежитие,49.019722
55.85771,36031,Тэцевская,49.02016
55.854235,36032,Водоканал (ул. Тэцевская),49.027588
55.850987,36033,Вертолётный завод,49.040786
55.850521,36034,Хлебозаводская,49.048829
55.850131,36035,Совхоз Тепличный,49.055569
55.849065,36036,Белинского,49.067807
55.848642,36037,Челюскина (ул. Тэцевская),49.076524
55.779436,36513,ТЦ Мега,49.216317
55.84878,36023,Челюскина (ул. Тэцевская),49.074976
55.849167,36024,Белинского,49.066995
55.850246,36025,Совхоз Тепличный,49.054678
55.850546,36026,Хлебозаводская,49.049488
55.851107,36027,Вертолётный завод,49.039787
55.855481,36028,Водоканал (ул. Тэцевская),49.0251
55.862846,36029,Общежитие,49.019797
55.862021,36559,По требованию (ул. Тэцевская),49.00055
55.864109,36560,Мостоотряд №3,48.961189
55.864785,36561,Ремплер,48.928954
55.864619,36562,Воронино,48.912284
55.866448,36081,ЖК Салават Купере,48.885805
55.868936,36082,Нурихана Фаттаха,48.884914
55.871558,36083,ЖК Радужный,48.883038
55.750713,36255,Карбышева (ул. Профессора Камая),49.179981
55.751962,36256,Автотранспортный техникум,49.17838
55.751454,36257,МКДЦ,49.174951
55.751184,36278,МКДЦ,49.173688
55.751942,36279,Автотранспортный техникум,49.178673
55.750673,36280,Карбышева (ул. Профессора Камая),49.17979
55.754776,36281,10-й микрорайон,49.230852
55.793355,35573,Красной позиции,49.168496
55.782397,35579,По требованию  (Альберта Камалеева),49.197228
55.782372,35580,ТЦ Мега,49.209684
55.796229,35584,Малые Клыки,49.224516
55.796216,35585,пос. Большие Клыки,49.234506
55.79101,35586,ЖК Весна,49.24967
55.789032,35587,ЖК Весна-2,49.250597
55.791359,35588,ЖК Весна,49.249398
55.798699,35589,Магазин Эдельвейс (Мамадышский тракт),49.247038
55.79641,35590,пос. Большие Клыки,49.235098
55.796422,35591,Малые Клыки,49.222284
55.782468,35594,ТЦ Мега,49.206417
55.782486,35595,По требованию  (Альберта Камалеева),49.197418
55.790157,35600,Чеховский рынок,49.148449
55.766111,36195,Метро Аметьево,49.165122
55.767456,36196,Аметьево,49.16282
55.768581,36197,Школа №14,49.160062
55.772426,36198,Мичурина,49.155106
55.774557,36199,Качалова,49.146223
55.808633,36209,Новостройка,48.928009
55.809674,36210,Школа №8,48.919369
55.809946,36211,Приволжская,48.910499
55.809586,36212,Красная Горка,48.903954
55.814831,36213,Богатырская,48.902534
55.815043,36214,Привокзальная,48.893475
55.814127,36215,Богатырская,48.902527
55.809563,36216,Красная Горка,48.903555
55.809898,36217,Приволжская,48.910458
55.809726,36218,Школа №8,48.918629
55.808572,36219,Новостройка,48.928211
55.775074,36229,Нурсултана Назарбаева,49.142894
55.774674,36230,Качалова,49.146479
55.772091,36231,Мичурина,49.155538
55.768684,36232,Школа №14,49.159885
55.76733,36233,Аметьево,49.162875
55.714333,35945,ЖК Лесной городок,49.1832
55.722219,35946,Братьев Батталовых,49.189148
55.724925,35947,ТЦ Порт,49.190544
55.730803,35948,Общежитие РКБ,49.190168
55.803353,35949,Кафе Полёт,49.187517
55.805995,35950,Зур Урам,49.19224
55.834593,35956,Чуйкова,49.120877
55.733376,35962,РКБ,49.184368
55.730702,35963,Общежитие РКБ,49.189828
55.723814,35964,ТЦ Порт,49.189805
55.721695,35965,Братьев Батталовых,49.188713
55.7503,36571,Метро Проспект Победы,49.20968
55.769724,35836,Горбольница №5,49.110179
55.798867,35847,Магазин Эдельвейс (Мамадышский тракт),49.24842
55.800586,35848,Самосырово-1,49.256074
55.8014,35849,Самосырово,49.26306
55.805747,35850,Интернациональная,49.266022
55.808903,35851,Детский сад №148,49.266667
55.811077,35819,ж/м Константиновка,49.267129
55.809057,35820,Детский сад №148,49.266634
55.806017,35821,Интернациональная,49.266013
55.801571,35822,Самосырово,49.262936
55.800675,35823,Самосырово-1,49.255468
55.864305,36112,Интернат (Дербышки),49.220317
55.885831,36121,Научный городок,49.266556
55.895132,36122,ВНИВИ,49.281906
55.905552,36123,Молодёжная,49.300784
55.911605,36124,Сосновая,49.306822
55.919208,36125,ТРК Высокая Гора,49.313734
55.921899,36126,Полковая,49.305965
55.918882,36127,АРЗ,49.301541
55.92172,36128,Полковая,49.306823
55.918506,36129,ТРК Высокая Гора,49.313557
55.912411,36130,Сосновая,49.307685
55.905725,36131,Молодёжная,49.300827
55.894385,36132,ВНИВИ,49.280627
55.886337,36133,Научный городок,49.267147
55.881646,36046,пос. Осиново,48.885073
55.876117,36047,Осиновская гимназия,48.8866
55.873512,36048,Садовая,48.884429
55.855033,36052,Осиновская,48.890264
55.854597,36080,Осиновская,48.89067
55.873567,36084,Садовая,48.884679
55.876245,36085,Осиновская гимназия,48.886716
55.817954,36234,Степана Халтурина,49.059233
55.817124,36235,Краснококшайская,49.063194
55.814344,36236,Поперечно-Базарная (ул. Краснококшайская),49.071068
55.809899,36237,Мулланура Вахитова (ул. Большая Крыловка),49.07505
55.806266,36238,Шоссейная,49.074617
55.832736,36242,Восход,49.073473
55.828963,36243,Усманова,49.073197
55.826073,36244,Блюхера,49.07067
55.826341,36245,Серова (автобус),49.064495
55.730122,36596,Мидхата Булатова,49.169516
55.73187,36597,Баки Урманче,49.175407
55.734664,36598,ж/м Солнечный город,49.180507
55.741155,36599,Деревня Универсиады (проспект Победы),49.192438
55.744893,36600,Сыртлановой (проспект Победы),49.19931
55.750475,36601,Метро Проспект Победы,49.209612
55.754505,36602,Сафиуллина (проспект Победы),49.217062
55.762389,36603,Чишмяле (проспект Победы),49.219064
55.766644,36604,Ломжинская (проспект Победы),49.21912
55.772181,36605,Минская (проспект Победы),49.219193
55.77592,36606,Закиева,49.219242
55.78204,36607,Академика Сахарова (трамвай),49.219378
55.788487,36608,Академика Глушко (проспект Победы),49.219525
55.791806,36609,Агропромышленный парк Казань,49.219573
55.800546,36610,Академия Правосудия,49.211686
55.804934,36611,Строительная фирма Тектоник,49.206499
55.809486,36612,Академика Губкина,49.201113
55.812464,36613,Торговый дом Риф Эль,49.19597
55.814901,36614,Академика Арбузова,49.184232
55.818914,35602,Ветеринарная академия,49.176781
55.823143,35603,Футбольный стадион Казань Арена (Ямашева проспект),49.164182
55.825949,35604,Гаврилова (проспект Ямашева),49.154348
55.827128,35605,Адоратского,49.147906
55.827127,35606,Фатыха Амирхана,49.134789
55.827129,35607,Мусина (проспект Ямашева),49.121517
55.827119,35608,Парк Победы,49.110724
55.8271,35609,Короленко (трамвай),49.100202
55.826224,35610,ДК Химиков,49.089918
55.822478,35611,Серова (трамвай),49.080007
55.826238,35612,ДК Химиков,49.090088
55.827064,35613,Магазин Океан,49.100163
55.82708,35614,Парк Победы,49.110337
55.827093,35615,Мусина (проспект Ямашева),49.121467
55.827091,35616,Фатыха Амирхана,49.134766
55.827092,35617,Адоратского,49.14785
55.825919,35618,Гаврилова (проспект Ямашева),49.154318
55.823082,35619,Футбольный стадион Казань Арена (Ямашева проспект),49.164288
55.818927,35620,Ветеринарная академия,49.176682
55.814811,36615,Академика Арбузова,49.18448
55.81244,36616,Торговый дом Риф Эль,49.195854
55.809975,36617,Академика Губкина,49.200436
55.805018,36618,Строительная фирма Тектоник,49.206323
55.80093,36619,Академия Правосудия,49.211155
55.791876,36620,Агропромышленный парк Казань,49.21951
55.788432,36621,Академика Глушко (проспект Победы),49.21946
55.782094,36622,Академика Сахарова (трамвай),49.219315
55.772812,36624,Минская (проспект Победы),49.219138
55.767497,36625,Ломжинская (проспект Победы),49.219067
55.762322,36626,Чишмяле (проспект Победы),49.218999
