stop_lat,stop_id,stop_lon,stop_name
54.934725,29309,73.366464,Авангард (по требованию)
54.938584,29158,73.370219,Речной порт
54.92938,28469,73.378369,1-я Советская
54.924214,28470,73.370981,4-я Новая
54.920261,28471,73.367193,Кинотеатр Мир
54.916624,28472,73.372811,8-я Марьяновская
54.912272,28473,73.38078,14-я Марьяновская
54.904238,29075,73.392404,Сады Сибирский садовод
54.893802,29076,73.415594,Оптовый рынок (в сторону ул. Гашека)
54.887645,29106,73.421697,Пост ГАИ (Черлакский тракт)
54.884149,29107,73.421375,Южное кладбище (перед постом ГАИ)
54.877603,29108,73.420713,Сигнал
54.863859,29109,73.417775,Звёздочка-1
54.855964,29110,73.412079,Звёздочка
54.854849,29111,73.403221,Медицинские склады
54.846317,29112,73.403244,ОВТИУ
54.842854,29113,73.394964,Новая станица-1
54.835524,29114,73.368864,Новая станица
54.835612,29115,73.368677,Новая станица
54.842898,29116,73.395176,Новая станица-1
54.846225,29117,73.40313,ОВТИУ
54.854808,29118,73.40328,Медицинские склады
54.857004,29119,73.412492,Звёздочка
54.863713,29120,73.417743,Звёздочка-1
54.87778,29121,73.420793,Сигнал
54.884219,29122,73.421444,Южное кладбище (перед постом ГАИ)
54.888644,29123,73.422082,Пост ГАИ (Черлакский тракт)
54.893977,29079,73.415507,Оптовый рынок (в сторону ул. Гашека)
54.89643,29080,73.412313,По требованию (Черлакский тракт)
54.90474,29081,73.391762,Сады Сибирский садовод
54.905761,29082,73.388788,ГАИ
54.912064,28500,73.381964,14-я Марьяновская
54.916967,28501,73.372432,8-я Марьяновская
54.921852,28502,73.367277,Кинотеатр Мир
54.92382,28503,73.369832,4-я Новая
54.929539,28504,73.378599,1-я Советская
54.977015,28393,73.41413,20 лет РККА (ул. Шебалдина)
54.980692,28394,73.413491,Красных Зорь
54.985033,28395,73.412801,10 лет Октября
54.991831,28396,73.411664,Омская
55.001737,28397,73.404457,2-я Восточная
55.007272,28399,73.416248,Холодильник
55.008807,28400,73.418639,ГАТП №5
55.014348,28401,73.419591,МСЧ-11
55.039051,29389,73.453155,Облепиховая
55.038857,29398,73.446302,Онкодиспансер
55.039678,29173,73.427389,Спецшкола
55.042404,29174,73.428626,Цукановой
55.046498,29175,73.426735,Микрорайон Амурский-2
55.051236,29399,73.424909,Учитель (по требованию)
55.053793,29400,73.424525,Сады Учитель
55.05727,29401,73.423311,снт Любитель-3
55.061795,28999,73.423017,Пост ГАИ
55.068295,29000,73.417882,пос. Большие поля
55.068551,29001,73.417941,пос. Большие поля
55.061669,29002,73.422714,Пост ГАИ
55.05711,29402,73.423502,снт Любитель-3
55.054079,29403,73.424372,Сады Учитель
55.045522,29176,73.427079,Микрорайон Амурский-2
55.041884,29177,73.428688,Цукановой
55.038644,29404,73.433225,Спецприемник
55.038692,29405,73.44263,Онкодиспансер
55.038859,29391,73.448543,По требованию (Завертяева)
55.039028,29392,73.454576,Облепиховая
55.03673,29393,73.460029,6-й пер. Донецкий
55.018165,28435,73.420085,Школа №30
55.013632,28436,73.419412,МСЧ-11
55.009543,28437,73.418711,ГАТП №5
55.007219,28438,73.415617,Холодильник
54.989663,28441,73.40886,Омская
54.986112,28442,73.409481,10 лет Октября
54.98293,28443,73.410001,Лермонтова
54.979864,28444,73.410462,Красных Зорь
54.975763,28445,73.4112,20 лет РККА
54.971758,28446,73.411926,Магазин Мысль
55.014599,29563,73.218785,снт Медик
55.011021,29564,73.21765,По требованию (в сторону снт Медик)
54.998054,28780,73.210656,ММТ
55.038658,28673,73.311807,проспект Королёва
55.040981,28674,73.312834,Заозёрная
55.043531,28675,73.313931,Кинотеатр Первомайский
55.047477,28899,73.315631,Первомайский рынок
55.050352,28900,73.3186,Бородина
55.04934,28677,73.325836,Имени В. Бархатовой
55.049988,28874,73.321306,Бородина
55.053122,28875,73.317584,Стрельникова (трамвайное кольцо)
55.050758,28876,73.316566,Бородина
55.047606,28877,73.315212,Первомайский рынок
55.043159,28679,73.313302,Кинотеатр Первомайский
55.040752,28680,73.312263,Заозёрная
55.038428,28681,73.311234,проспект Королёва
54.998036,28807,73.211235,ММТ
55.010748,29561,73.217586,По требованию (в сторону снт Медик)
55.014452,29562,73.218965,снт Медик
55.003432,28778,73.196497,ДСК-2
55.000535,28779,73.20411,Мясокомбинат
54.983898,28785,73.284974,Автобаза
54.981192,28786,73.290456,Троллейбусное депо
54.972431,28744,73.382264,Ленинградская пл.
54.922141,28456,73.452275,пос. Южный
54.922726,28457,73.458635,Школа №110
54.923321,28458,73.464657,ДК Железнодорожник
54.923718,28459,73.469433,Воинская
54.924849,28460,73.481352,2-я Ленинградская
54.925214,28461,73.485257,3-я Балтийская
54.922909,28759,73.486943,Нежинский геронтологический центр
54.915637,28760,73.489092,пос. Омской птицефабрики
54.915475,28791,73.489217,пос. Омской птицефабрики
54.92327,28761,73.486912,Нежинский геронтологический центр
54.925322,28377,73.486023,3-я Балтийская
54.924872,28378,73.48121,2-я Ленинградская
54.923956,28379,73.471619,Воинская
54.923308,28380,73.464216,ДК Железнодорожник
54.922602,28381,73.456887,Школа №110
54.974548,28792,73.409617,Финансово-экономический институт
54.974086,28793,73.402169,3-я линия
54.973714,28794,73.395413,СКК им. Блинова
54.984733,28795,73.312609,Дмитриева
